103424,HLR板卡
110005,事件_低压直流配电
110007,事件_机房环境
110008,事件_基础电池
110010,事件_基站环境
110011,事件_基站开关电源
110013,事件_监控设备
110014,事件_开关电源
110015,事件_普通空调
110017,事件_组合开关电源
110021,事件_基站智能门禁
110025,事件_UPS电池
110047,事件_专用空调(风冷)
110401,事件_铅酸电池
115471,HSS板卡
140001,TC
140004,128SAU
140005,BSAU
140006,USAU
140007,IMS
140009,Solaris
140011,IMS-HL
500000,安全
500001,安全-弱口令
500002,安全-高危漏洞
500003,安全-中危漏洞
500004,安全-低危漏洞
500005,安全-基线配置
500006,安全-僵木蠕
500007,安全-异常流量
500008,安全-防火墙策略
500009,安全-URPF配置
500010,安全-高危域名劫持
500011,安全-低危域名劫持
500012,安全-高危网页篡改
500013,安全-低危网页篡改
500014,安全-资产未接入4A/ISMP
500015,安全-网页篡改
500016,安全-DNS劫持
500017,DDoS攻击告警
500018,入侵防护事件
500019,数据泄露事件
500020,攻击事件日志
500021,安全-低危入侵攻击
500022,安全-中危入侵攻击
500023,安全-高危入侵攻击
500024,安全-低危DDOS攻击
500025,安全-中危DDOS攻击
500026,安全-高危DDOS攻击
500027,安全-设备绕行
500028,安全-FGHK省内网页篡改
500029,安全-FGHK省外网页篡改
500030,安全-高危DDoS攻击告警
500031,安全-中危DDoS攻击告警
500032,安全-低危DDoS攻击告警
500033,安全-高危网络入侵告警
500034,安全-中危网络入侵告警
500035,安全-低危网络入侵告警
500036,安全-沉默帐号
500037,安全-第3方超管
500038,态势感知
500039,全流量
500040,蜜罐
500041,4A账号安全
500042,4A违规操作
500043,ISMP漏洞
500044,ISMP基线
500045,ISMP弱口令
500046,网络入侵
500047,网页篡改
500048,域名劫持
500049,僵木蠕
500050,其他攻击类型
500100,福建实时性能监控平台
500101,实时性能_MME
500102,实时性能_TAC
500103,集团重点关注业务
500601,安全-VPN
500602,安全-4A
500603,安全-防火墙
500604,安全-IDS&IPS
500605,安全-WAF
500606,安全-DDoS
500900,电信互通
500901,联通互通
500902,梦网网关
501000,一键应急
502000,ISMP
503000,态势平台
600002,DPI采集设备
600105,IPSMGW
608104,NBeNodeB
800799,SPACEDOT_FJJKZY
800800,福建监控自研平台
800801,气象
800802,空间点
810500,Femto
810501,NanoCell_Enterprise
810502,NanoCell_Home
810503,LTE分布式Femto
810504,GSM分布式Femto
810505,Femto_Enterprise
810506,Femto_Home
810507,Femto_AG
816109,DHSS_ICES
816110,个人EPSFB
816111,个人VoLTE
816112,个人VoNR
816113,个人上网
816114,CTAVAS
816115,智慧机房系统
816116,门禁
1000160,SPS
1001714,OSS
1002400,WLAN
1002401,USN
1002402,Corba断链监控
